"FIT.Number";"year.of.record";"Service.type";"Reason.for.force";"UOF.effective";"District.or.division";"Force.type";"Force.level";"Month.occurred";"Officer.primary.key";"Officer.sex";"Officer.race";"Officer.age.at.time.of.UOF";"Officer.years.exp.at.time.of.UOF";"Officer.injured";"Citizen.race";"Citizen.sex";"Citizen.age";"Citizen.injured";"Disposition"
"3843";"FTN2016-0164";2016;"Call for Service";"refuse verbal commands";"Yes";"5th District";"Hands / Escort tech";"L1";3;"ec831a143206baefc1496f38dd911fba";"M";"Hispanic";"41";"16";"No";"Black / African American";"M";"32";"No";"Authorized"
"3844";"FTN2016-0164";2016;"Call for Service";"refuse verbal commands";"Yes";"5th District";"Hands / Escort tech";"L1";3;"01997ae148e1930d7a4a763dc779bb1e";"M";"White";"30";"2";"No";"Black / African American";"M";"32";"No";"Authorized"
"3845";"FTN2016-0164";2016;"Call for Service";"refuse verbal commands";"Yes";"5th District";"Defense Tech / Take-down";"L2";3;"77bd932347d1b80af13380a630d5fdad";"M";"Black / African American";"39";"7";"No";"Black / African American";"M";"32";"No";"Authorized"
"3846";"FTN2016-0164";2016;"Call for Service";"refuse verbal commands";"Yes";"5th District";"Hands / Escort tech";"L1";3;"0b045328f75b3355f247d715dbc2ecdd";"F";"Black / African American";"42";"2";"No";"Black / African American";"M";"32";"No";"Authorized"
"3847";"FTN2016-0163";2016;"Other";"Other";"Yes";"Other";"Hands / Escort tech";"L1";3;"926bbeff904b1c83db01e378e6e3ee06";"M";"Black / African American";"40";"23";"Yes";"Black / African American";"M";"38";"Yes";"Authorized"
"3848";"FTN2016-0163";2016;"Other";"Other";"Yes";"Other";"Hands / Escort tech";"L1";3;"926bbeff904b1c83db01e378e6e3ee06";"M";"Black / African American";"40";"23";"Yes";"Black / African American";"M";"38";"Yes";"Authorized"
"3849";"FTN2016-0160";2016;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"4th District";"Defense Tech / Take-down";"L2";3;"a370fa2eb2d758fc1cfe885e83814ad9";"M";"Black / African American";"44";"16";"No";"Black / African American";"M";"20";"No";"Authorized"
"3850";"FTN2016-0160";2016;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"4th District";"Hands / Escort tech";"L1";3;"a370fa2eb2d758fc1cfe885e83814ad9";"M";"Black / African American";"44";"16";"No";"Black / African American";"M";"20";"No";"Authorized"
"3851";"FTN2016-0160";2016;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"4th District";"Hands / Escort tech";"L1";3;"96ca5b664232994afa2db5cbd78b3132";"M";"Black / African American";"42";"15";"No";"Black / African American";"M";"20";"No";"Authorized"
"3852";"FTN2016-0160";2016;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"4th District";"Hands / Escort tech";"L1";3;"222d4e1161fec519edadcc26c23f059e";"M";"White";"33";"11";"No";"Black / African American";"M";"20";"No";"Authorized"
"3853";"FTN2016-0160";2016;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"4th District";"Defense Tech / Take-down";"L2";3;"222d4e1161fec519edadcc26c23f059e";"M";"White";"33";"11";"No";"Black / African American";"M";"20";"No";"Authorized"
"3854";"FTN2016-0161";2016;"Call for Service";"refuse verbal commands";"No";"7th District";"Taser Exhibited";"L1";3;"16b13be46494775ee6b026216e929c56";"M";"White";"42";"19";"No";"Black / African American";"M";"38";"No";"Authorized"
"3855";"FTN2016-0161";2016;"Call for Service";"refuse verbal commands";"Yes";"7th District";"Hands / Escort tech";"L1";3;"16b13be46494775ee6b026216e929c56";"M";"White";"42";"19";"No";"Black / African American";"M";"38";"No";"Authorized"
"3856";"FTN2016-0161";2016;"Call for Service";"refuse verbal commands";"Yes";"7th District";"Hands / Escort tech";"L1";3;"3cd5e75176b487c559fa8b9f13a0cef7";"M";"White";"32";"12";"No";"Black / African American";"M";"38";"No";"Authorized"
"3857";"FTN2016-0162";2016;"Pedestrian Stop";"refuse verbal commands";"Yes";"7th District";"Firearm Exhibited";"L1";3;"fb74ff2ffa53a24af265a84392f2f529";"M";"Black / African American";"27";"7";"No";"Black / African American";"M";"52";"No";"Authorized"
"3858";"FTN2016-0159";2016;"Call for Service";"Other";"Yes";"1st District";"Firearm Exhibited";"L1";3;"be1c7c85fc5a6133c4272eebf0050961";"F";"Black / African American";"29";"2";"No";"Unknown race";"M";"30";"No";"Authorized"
"3859";"FTN2016-0156";2016;"Call for Service";"Other";"No";"6th District";"Taser Exhibited";"L1";3;"3894167ad1de737a564b86c2dd02f773";"M";"White";"39";"14";"Yes";"Black / African American";"F";"21";"Yes";"Authorized"
"3860";"FTN2016-0156";2016;"Call for Service";"Other";"Yes";"6th District";"Hands / Escort tech";"L1";3;"3894167ad1de737a564b86c2dd02f773";"M";"White";"39";"14";"Yes";"Black / African American";"F";"21";"Yes";"Authorized"
"3861";"FTN2016-0156";2016;"Call for Service";"Other";"No";"6th District";"L2-Taser";"L2";3;"19761f3632b7aacefdb46c6bf559a136";"M";"Black / African American";"38";"16";"Yes";"Black / African American";"F";"21";"Yes";"Authorized"
"3862";"FTN2016-0156";2016;"Call for Service";"Other";"No";"6th District";"Hands / Escort tech";"L1";3;"19761f3632b7aacefdb46c6bf559a136";"M";"Black / African American";"38";"16";"Yes";"Black / African American";"F";"21";"Yes";"Authorized"
"3863";"FTN2016-0156";2016;"Call for Service";"Other";"No";"6th District";"Hands / Escort tech";"L1";3;"947561a8f18226c4f33301746552d9ec";"M";"White";"45";"7";"Yes";"Black / African American";"F";"21";"Yes";"Authorized"
"3864";"FTN2016-0157";2016;"Arresting";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"beb7e89ef8e7fbb3d8b6c330d067c716";"M";"White";"37";"3";"No";"Black / African American";"M";"24";"No";"Authorized"
"3865";"FTN2016-0154";2016;"Other";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"fdcb975029881ed35c38e5097bf7a79c";"M";"Black / African American";"46";"19";"No";"Black / African American";"M";"16";"No";"Authorized"
"3866";"FTN2016-0154";2016;"Other";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"c65de3647723a443f4a2f2250ee77e1f";"M";"Black / African American";"55";"19";"No";"Black / African American";"M";"16";"No";"Authorized"
"3867";"FTN2016-0152";2016;"Call for Service";"Resisting Officer w/Weapon";"Yes";"5th District";"Firearm Exhibited";"L1";3;"feda8d3c52ce7ea963d07fb4524db0d1";"M";"White";"29";"7";"No";"Black / African American";"M";"23";"No";"Authorized"
"3868";"FTN2016-0152";2016;"Call for Service";"Resisting Officer w/Weapon";"Yes";"5th District";"Defense Tech / Take-down";"L2";3;"feda8d3c52ce7ea963d07fb4524db0d1";"M";"White";"29";"7";"No";"Black / African American";"M";"23";"No";"Authorized"
"3869";"FTN2016-0152";2016;"Call for Service";"Resisting Officer w/Weapon";"Yes";"5th District";"Firearm Exhibited";"L1";3;"feda8d3c52ce7ea963d07fb4524db0d1";"M";"White";"29";"7";"No";"Black / African American";"M";"18";"No";"Authorized"
"3870";"FTN2016-0152";2016;"Call for Service";"Resisting Officer w/Weapon";"Yes";"5th District";"Defense Tech / Take-down";"L2";3;"feda8d3c52ce7ea963d07fb4524db0d1";"M";"White";"29";"7";"No";"Black / African American";"M";"18";"No";"Authorized"
"3871";"FTN2016-0151";2016;"Call for Service";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";3;"9a47c24b800e37a1752b475d2505390c";"M";"Unknown race";"28";"2";"No";"Black / African American";"M";"26";"No";"Authorized"
"3872";"FTN2016-0151";2016;"Call for Service";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";3;"9a47c24b800e37a1752b475d2505390c";"M";"Unknown race";"28";"2";"No";"Black / African American";"M";"26";"No";"Authorized"
"3873";"FTN2016-0151";2016;"Call for Service";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";3;"f1e63d259b24951075e0bfe348c7bf3b";"M";"White";"32";"2";"No";"Black / African American";"M";"26";"No";"Authorized"
"3874";"FTN2016-0151";2016;"Call for Service";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";3;"f1e63d259b24951075e0bfe348c7bf3b";"M";"White";"32";"2";"No";"Black / African American";"M";"26";"No";"Authorized"
"3875";"FTN2016-0152";2016;"Call for Service";"Resisting Officer w/Weapon";"Yes";"5th District";"Firearm Exhibited";"L1";3;"306a937dfa0335e74514e4c6044755f6";"M";"Black / African American";"32";"9";"No";"Black / African American";"M";"18";"No";"Authorized"
"3876";"FTN2016-0152";2016;"Call for Service";"Resisting Officer w/Weapon";"Yes";"5th District";"Firearm Exhibited";"L1";3;"306a937dfa0335e74514e4c6044755f6";"M";"Black / African American";"32";"9";"No";"Black / African American";"M";"23";"No";"Authorized"
"3877";"FTN2016-0153";2016;"Pedestrian Stop";"refuse verbal commands";"No";"5th District";"Firearm Exhibited";"L1";3;"feda8d3c52ce7ea963d07fb4524db0d1";"M";"White";"29";"7";"No";"Black / African American";"M";"28";"No";"Authorized"
"3878";"FTN2016-0158";2016;"Call for Service";"Resisting Officer w/Weapon";"Yes";"1st District";"Firearm Exhibited";"L1";3;"33f813ac92761cd5987c9053c2bcaba1";"M";"Black / African American";"33";"10";"No";"Black / African American";"M";"20";"No";"NULL"
"3879";"FTN2016-0149";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"446db2d6a4312e07e190fb6aaf29615f";"M";"Asian / Pacific Islander";"31";"10";"No";"Black / African American";"M";"36";"No";"NULL"
"3880";"FTN2016-0149";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"446db2d6a4312e07e190fb6aaf29615f";"M";"Asian / Pacific Islander";"31";"10";"No";"Black / African American";"F";"29";"No";"NULL"
"3881";"FTN2016-0149";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"446db2d6a4312e07e190fb6aaf29615f";"M";"Asian / Pacific Islander";"31";"10";"No";"Black / African American";"F";"39";"No";"NULL"
"3882";"FTN2016-0149";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"38";"10";"No";"Black / African American";"F";"39";"No";"NULL"
"3883";"FTN2016-0149";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"38";"10";"No";"Black / African American";"F";"29";"No";"NULL"
"3884";"FTN2016-0149";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"38";"10";"No";"Black / African American";"M";"36";"No";"NULL"
"3885";"FTN2016-0148";2016;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Hands / Escort tech";"L1";3;"87386617932b7f66752a3f842dd27c56";"M";"Black / African American";"43";"19";"No";"White";"M";"38";"Yes";"Authorized"
"3886";"FTN2016-0148";2016;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Hands / Escort tech";"L1";3;"1e15014f502ad82bcb8c0a58b196fe5b";"M";"Black / African American";"34";"8";"No";"White";"M";"38";"Yes";"Authorized"
"3887";"FTN2016-0145";2016;"Call for Service";"refuse verbal commands";"Limited";"5th District";"Taser Exhibited";"L1";3;"89964311105a4cca0abf4e1980ad1161";"M";"Black / African American";"63";"38";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"3888";"FTN2016-0145";2016;"Call for Service";"refuse verbal commands";"Yes";"5th District";"L2-Taser";"L2";3;"7c95c6f68189b1726cc76f721e18c98d";"M";"Black / African American";"47";"7";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"3889";"FTN2016-0146";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";3;"fac1ae38c20029702355d5208d3970aa";"M";"Black / African American";"33";"4";"No";"Black / African American";"M";"43";"Yes";"Authorized"
"3890";"FTN2016-0146";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";3;"fac1ae38c20029702355d5208d3970aa";"M";"Black / African American";"33";"4";"No";"Black / African American";"M";"21";"Yes";"Authorized"
"3891";"FTN2016-0146";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";3;"eba671bf27bc9d612fd3b744fdf73fef";"F";"White";"39";"2";"No";"Black / African American";"M";"21";"Yes";"Authorized"
"3892";"FTN2016-0146";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";3;"eba671bf27bc9d612fd3b744fdf73fef";"F";"White";"39";"2";"No";"Black / African American";"M";"43";"Yes";"Authorized"
"3893";"FTN2016-0144";2016;"Call for Service";"Other";"Yes";"4th District";"Firearm Exhibited";"L1";3;"1c525ad07805f0374de5a87071eea0c0";"M";"Black / African American";"42";"11";"No";"Black / African American";"M";"34";"No";"Authorized"
"3894";"FTN2016-0144";2016;"Call for Service";"Other";"Yes";"4th District";"Firearm Exhibited";"L1";3;"65797aabf486e8fb24c5b8841205abb4";"M";"White";"28";"1";"No";"Black / African American";"M";"34";"No";"Authorized"
"3895";"FTN2016-0143";2016;"Other";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";3;"eba671bf27bc9d612fd3b744fdf73fef";"F";"White";"39";"2";"No";"Black / African American";"M";"37";"No";"Authorized"
"3896";"FTN2016-0143";2016;"Other";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";3;"fac1ae38c20029702355d5208d3970aa";"M";"Black / African American";"33";"4";"No";"Black / African American";"M";"37";"No";"Authorized"
"3897";"FTN2016-0143";2016;"Other";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";3;"3bf3d072096dc7e9eee7607024922f5c";"M";"Hispanic";"27";"4";"No";"Black / African American";"M";"37";"No";"Authorized"
"3898";"FTN2016-0142";2016;"Call for Service";"refuse verbal commands";"Yes";"4th District";"Hands / Escort tech";"L1";3;"2c62c36553990c4db4fae55f9150c290";"M";"White";"30";"3";"No";"Black / African American";"M";"22";"No";"Authorized"
"3899";"FTN2016-0142";2016;"Call for Service";"refuse verbal commands";"Yes";"4th District";"Hands / Escort tech";"L1";3;"2c62c36553990c4db4fae55f9150c290";"M";"White";"30";"3";"No";"Black / African American";"M";"22";"No";"Authorized"
"3900";"FTN2016-0142";2016;"Call for Service";"refuse verbal commands";"Yes";"4th District";"Hands / Escort tech";"L1";3;"1f749c7cb744bbc117b289ad4584acec";"M";"White";"26";"2";"No";"Black / African American";"M";"22";"No";"Authorized"
"3901";"FTN2016-0142";2016;"Call for Service";"refuse verbal commands";"Yes";"4th District";"Hands / Escort tech";"L1";3;"1f749c7cb744bbc117b289ad4584acec";"M";"White";"26";"2";"No";"Black / African American";"M";"22";"No";"Authorized"
"3902";"FTN2016-0141";2016;"Other";"Other";"Yes";"4th District";"Firearm Exhibited";"L1";3;"2c62c36553990c4db4fae55f9150c290";"M";"White";"30";"3";"No";"Black / African American";"M";"36";"No";"Authorized"
"3903";"FTN2016-0140";2016;"Call for Service";"Other";"Yes";"4th District";"Firearm Exhibited";"L1";3;"ea9fd6703fdada009be30dd0f79f78de";"M";"Black / African American";"51";"15";"No";"Black / African American";"M";"27";"No";"Authorized"
"3904";"FTN2016-0137";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"35d235d806268a1cc4f1201cc14b5561";"M";"Black / African American";"36";"12";"No";"Black / African American";"F";"16";"No";"Authorized"
"3905";"FTN2016-0138";2016;"Other";"refuse verbal commands";"Yes";"4th District";"Taser Exhibited";"L1";3;"cac7078ce9e0f775245d8d0270e07b07";"M";"Black / African American";"35";"3";"No";"Black / African American";"M";"43";"No";"Authorized"
"3906";"FTN2016-0139";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"3a97ff650758cb1e60119a5f8900c8fe";"M";"White";"42";"7";"No";"Black / African American";"F";"39";"No";"Authorized"
"3907";"FTN2016-0139";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"3a97ff650758cb1e60119a5f8900c8fe";"M";"White";"42";"7";"No";"Black / African American";"F";"NULL";"No";"Authorized"
"3908";"FTN2016-0139";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"3a97ff650758cb1e60119a5f8900c8fe";"M";"White";"42";"7";"No";"Black / African American";"M";"11";"No";"Authorized"
"3909";"FTN2016-0139";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"3058e9e026976001b3869ed1cad7cc77";"M";"Black / African American";"39";"14";"No";"Black / African American";"M";"11";"No";"Authorized"
"3910";"FTN2016-0139";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"3058e9e026976001b3869ed1cad7cc77";"M";"Black / African American";"39";"14";"No";"Black / African American";"F";"NULL";"No";"Authorized"
"3911";"FTN2016-0139";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"3058e9e026976001b3869ed1cad7cc77";"M";"Black / African American";"39";"14";"No";"Black / African American";"F";"39";"No";"Authorized"
"3912";"FTN2016-0131";2016;"Pedestrian Stop";"Resisting Lawful Arrest";"Yes";"8th District";"Firearm Exhibited";"L1";3;"1a1c8ae943727e480bfa33db711f0888";"M";"White";"33";"4";"No";"Black / African American";"M";"17";"No";"Authorized"
"3913";"FTN2016-0131";2016;"Pedestrian Stop";"Resisting Lawful Arrest";"Yes";"8th District";"Firearm Exhibited";"L1";3;"1a1c8ae943727e480bfa33db711f0888";"M";"White";"33";"4";"No";"Black / African American";"M";"21";"No";"Authorized"
"3914";"FTN2016-0131";2016;"Pedestrian Stop";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";3;"93fc599d66d8f2290b625994e193f258";"M";"White";"NULL";"NULL";"No";"Black / African American";"M";"21";"No";"Authorized"
"3915";"FTN2016-0131";2016;"Pedestrian Stop";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";3;"93fc599d66d8f2290b625994e193f258";"M";"White";"NULL";"NULL";"No";"Black / African American";"M";"17";"No";"Authorized"
"3916";"FTN2016-0128";2016;"Call for Service";"Other";"Yes";"6th District";"Firearm Exhibited";"L1";3;"3894167ad1de737a564b86c2dd02f773";"M";"White";"39";"14";"No";"Black / African American";"M";"34";"No";"Authorized"
"3917";"FTN2016-0128";2016;"Call for Service";"Other";"Yes";"6th District";"Firearm Exhibited";"L1";3;"3894167ad1de737a564b86c2dd02f773";"M";"White";"39";"14";"No";"Black / African American";"M";"35";"No";"Authorized"
"3918";"FTN2016-0128";2016;"Call for Service";"Other";"Yes";"6th District";"Firearm Exhibited";"L1";3;"af4e5bb1d3fba8fe489e239bcda0066b";"M";"White";"47";"22";"No";"Black / African American";"M";"35";"No";"Authorized"
"3919";"FTN2016-0128";2016;"Call for Service";"Other";"Yes";"6th District";"Firearm Exhibited";"L1";3;"af4e5bb1d3fba8fe489e239bcda0066b";"M";"White";"47";"22";"No";"Black / African American";"M";"34";"No";"Authorized"
"3920";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"841b15eee649481522a483d062ab340c";"M";"White";"39";"7";"No";"Black / African American";"M";"17";"No";"Authorized"
"3921";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"841b15eee649481522a483d062ab340c";"M";"White";"39";"7";"No";"Black / African American";"M";"17";"No";"Authorized"
"3922";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"841b15eee649481522a483d062ab340c";"M";"White";"39";"7";"No";"Black / African American";"M";"15";"No";"Authorized"
"3923";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"841b15eee649481522a483d062ab340c";"M";"White";"39";"7";"No";"Black / African American";"M";"15";"No";"Authorized"
"3924";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"461a4d5182b74c7737c8987b3f490633";"M";"Black / African American";"28";"3";"No";"Black / African American";"M";"17";"No";"Authorized"
"3925";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"461a4d5182b74c7737c8987b3f490633";"M";"Black / African American";"28";"3";"No";"Black / African American";"M";"17";"No";"Authorized"
"3926";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"461a4d5182b74c7737c8987b3f490633";"M";"Black / African American";"28";"3";"No";"Black / African American";"M";"15";"No";"Authorized"
"3927";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";3;"461a4d5182b74c7737c8987b3f490633";"M";"Black / African American";"28";"3";"No";"Black / African American";"M";"15";"No";"Authorized"
"3928";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Canine (No Bite)";"L1";3;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"48";"25";"No";"Black / African American";"M";"17";"No";"Authorized"
"3929";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Canine (No Bite)";"L1";3;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"48";"25";"No";"Black / African American";"M";"15";"No";"Authorized"
"3930";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Canine (No Bite)";"L1";3;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"48";"25";"No";"Black / African American";"M";"15";"No";"Authorized"
"3931";"FTN2016-0132";2016;"Arresting";"Other";"Yes";"3rd District";"Canine (No Bite)";"L1";3;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"48";"25";"No";"Black / African American";"M";"17";"No";"Authorized"
"3932";"FTN2016-0129";2016;"Call for Service";"Resisting Lawful Arrest";"Yes";"7th District";"Hands / Escort tech";"L1";3;"21db76af9f159bb25b4c3514cbd1710a";"F";"Black / African American";"34";"13";"No";"Black / African American";"M";"17";"No";"Authorized"
"3933";"FTN2016-0129";2016;"Call for Service";"Resisting Lawful Arrest";"Yes";"7th District";"Hands / Escort tech";"L1";3;"0e0b377a0e6413a4dfd206ec34f10866";"F";"Black / African American";"36";"12";"No";"Black / African American";"M";"17";"No";"Authorized"
"3934";"FTN2016-0130";2016;"Other";"refuse verbal commands";"Yes";"4th District";"Defense Tech / Take-down";"L2";3;"4629e8fbb51da2cc5a05e09d918c0913";"M";"White";"37";"16";"Yes";"White";"F";"32";"Yes";"Authorized"
"3935";"FTN2016-0136";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"42";"16";"No";"Black / African American";"M";"44";"No";"Authorized"
"3936";"FTN2016-0136";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"42";"16";"No";"Black / African American";"F";"63";"No";"Authorized"
"3937";"FTN2016-0136";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"3058e9e026976001b3869ed1cad7cc77";"M";"Black / African American";"39";"14";"No";"Black / African American";"F";"63";"No";"Authorized"
"3938";"FTN2016-0136";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";3;"3058e9e026976001b3869ed1cad7cc77";"M";"Black / African American";"39";"14";"No";"Black / African American";"M";"44";"No";"Authorized"
"3939";"FTN2016-0127";2016;"Call for Service";"Other";"Yes";"7th District";"Firearm Exhibited";"L1";3;"8b523c38e194e718d4e56baf14c1d6ae";"M";"Black / African American";"24";"6";"No";"Black / African American";"M";"21";"No";"Authorized"
"3940";"FTN2016-0127";2016;"Call for Service";"Other";"Yes";"7th District";"Firearm Exhibited";"L1";3;"89457e1b467dc9dfcf594fc435b74d25";"M";"Black / African American";"28";"2";"No";"Black / African American";"M";"21";"No";"Authorized"
"3941";"FTN2016-0134";2016;"Call for Service";"Other";"Yes";"2nd District";"Firearm Exhibited";"L1";3;"f2b9f5a065c0bc1c4c8ba63c5d252e9b";"M";"White";"37";"10";"No";"White";"F";"37";"No";"Authorized"
"3942";"FTN2016-0134";2016;"Call for Service";"Other";"Yes";"2nd District";"Firearm Exhibited";"L1";3;"f2b9f5a065c0bc1c4c8ba63c5d252e9b";"M";"White";"37";"10";"No";"Unknown race";"M";"31";"No";"Authorized"
"3943";"FTN2016-0134";2016;"Call for Service";"Other";"Yes";"2nd District";"Firearm Exhibited";"L1";3;"f2b9f5a065c0bc1c4c8ba63c5d252e9b";"M";"White";"37";"10";"No";"Black / African American";"M";"59";"No";"Authorized"
"3944";"FTN2016-0134";2016;"Call for Service";"Other";"Yes";"2nd District";"Firearm Exhibited";"L1";3;"f2b9f5a065c0bc1c4c8ba63c5d252e9b";"M";"White";"37";"10";"No";"Black / African American";"M";"60";"No";"Authorized"
"3945";"FTN2016-0135";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";3;"f1e63d259b24951075e0bfe348c7bf3b";"M";"White";"32";"2";"No";"Black / African American";"M";"26";"No";"Authorized"
"3946";"FTN2016-0135";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Firearm Exhibited";"L1";3;"9a47c24b800e37a1752b475d2505390c";"M";"Unknown race";"28";"2";"No";"Black / African American";"M";"26";"No";"Authorized"
"3947";"FTN2016-0125";2016;"Call for Service";"refuse verbal commands";"Yes";"6th District";"Taser Exhibited";"L1";3;"8baa10bfbd72944746927a1f7ecb6f23";"M";"Black / African American";"33";"8";"No";"Black / African American";"M";"33";"No";"Authorized"
"3948";"FTN2016-0124";2016;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Hands / Escort tech";"L1";3;"fab85a7cfec8a0f5a4722c3b26a1d927";"F";"Black / African American";"31";"7";"No";"White";"M";"33";"No";"Authorized"
"3949";"FTN2016-0124";2016;"Arresting";"Battery on Police Officer";"No";"8th District";"Hands / Escort tech";"L1";3;"fea0dce37a36e828534d49ee453382f5";"M";"Asian / Pacific Islander";"41";"1";"No";"White";"M";"33";"No";"Authorized"
"3950";"FTN2016-0124";2016;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Hands / Escort tech";"L1";3;"fea0dce37a36e828534d49ee453382f5";"M";"Asian / Pacific Islander";"41";"1";"No";"White";"M";"33";"No";"Authorized"
"3951";"FTN2016-0124";2016;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Hands / Escort tech";"L1";3;"2f5ef8db11781d09dd971d4acd9138b7";"M";"White";"32";"7";"No";"White";"M";"33";"No";"Authorized"
"3952";"FTN2016-0124";2016;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Hands / Escort tech";"L1";3;"93fc599d66d8f2290b625994e193f258";"M";"White";"NULL";"NULL";"No";"White";"M";"33";"No";"Authorized"
"3953";"FTN2016-0124";2016;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Hands / Escort tech";"L1";3;"1a1c8ae943727e480bfa33db711f0888";"M";"White";"33";"4";"No";"White";"M";"33";"No";"Authorized"
"3954";"FTN2016-0122";2016;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"Hands / Escort tech";"L1";3;"885f92075e84336b006e750ec8a38bf5";"M";"Black / African American";"55";"25";"No";"Black / African American";"F";"27";"No";"Authorized"
