"FIT.Number";"year.of.record";"Service.type";"Reason.for.force";"UOF.effective";"District.or.division";"Force.type";"Force.level";"Month.occurred";"Officer.primary.key";"Officer.sex";"Officer.race";"Officer.age.at.time.of.UOF";"Officer.years.exp.at.time.of.UOF";"Officer.injured";"Citizen.race";"Citizen.sex";"Citizen.age";"Citizen.injured";"Disposition"
"305";"FTN2018-0352";2018;"Call for Service";"Flight from an Officer";"Yes";"5th District";"Takedown (w/injury)";"L2";9;"dc24210055b5ceb2bce00ae80757f66e";"M";"Black / African American";"28";"3";"No";"Black / African American";"M";"18";"Yes";"UOF Justified"
"306";"FTN2018-0349";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"4th District";"Canine (No Bite)";"L2";9;"9bf13899af3c75721a0c70c9c7ef73e8";"M";"White";"59";"12";"No";"Unknown race";"Unknown gender";"NULL";"No";"UOF Justified With Policy Violation"
"307";"FTN2018-0349";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"4th District";"Firearm Exhibited";"L1";9;"82944da6a2bc67ed898b445491d9a1a4";"F";"Black / African American";"30";"6";"No";"Unknown race";"Unknown gender";"NULL";"No";"UOF Justified With Policy Violation"
"308";"FTN2018-0349";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"4th District";"Firearm Exhibited";"L1";9;"0d75f6f803355e50e78c6dcbcc5cd0b4";"M";"White";"33";"3";"No";"Unknown race";"Unknown gender";"NULL";"No";"UOF Justified With Policy Violation"
"309";"FTN2018-0349";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"4th District";"Firearm Exhibited";"L1";9;"35d235d806268a1cc4f1201cc14b5561";"M";"Black / African American";"38";"14";"No";"Unknown race";"Unknown gender";"NULL";"No";"UOF Justified With Policy Violation"
"310";"FTN2018-0348";2018;"Serving a Warrant";"refuse verbal commands";"Yes";"Special Operations";"Firearm Exhibited";"L1";9;"7633f50a8160c449b53966f9babb4f4f";"M";"Black / African American";"46";"21";"No";"Black / African American";"M";"NULL";"No";"UOF Justified"
"311";"FTN2018-0350";2018;"Arresting";"refuse verbal commands";"Yes";"7th District";"Firearm Exhibited";"L1";9;"9918ded260ab833889db4363e1b37e9b";"M";"White";"32";"3";"No";"Black / African American";"M";"24";"No";"UOF Justified"
"312";"FTN2018-0347";2018;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"Hands / Escort tech";"L1";9;"2babc7fa9eeb3b66921ccf0464513a74";"M";"Black / African American";"50";"35";"No";"White";"F";"40";"Yes";"UOF Justified"
"313";"FTN2018-0347";2018;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"Hands / Escort tech";"L1";9;"18c9ef2aa595c79aec4669f9f36d98fa";"M";"White";"49";"1";"No";"White";"F";"40";"Yes";"UOF Justified"
"314";"FTN2018-0347";2018;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"Hands / Escort tech";"L1";9;"4cd46079fb88d7f96c513e1a276f8d87";"M";"White";"30";"2";"No";"White";"F";"40";"Yes";"UOF Justified"
"315";"FTN2018-0347";2018;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"Hands / Escort tech";"L1";9;"3fae8ef1e72600aa06caff0a69c95c92";"M";"Black / African American";"28";"4";"No";"White";"F";"40";"Yes";"UOF Justified"
"316";"FTN2018-0353";2018;"Call for Service";"Room Clearing";"Yes";"1st District";"Firearm Exhibited";"L1";9;"ca3bb70a3eeed7ecb14515047538de5f";"M";"White";"35";"9";"No";"Black / African American";"M";"31";"No";"UOF Justified"
"317";"FTN2018-0345";2018;"Pedestrian Stop";"Resisting Officer w/Weapon";"No";"3rd District";"Firearm Exhibited";"L1";9;"75581338f4cc51ee3bcb2c1257d93903";"F";"Hispanic";"44";"19";"No";"Black / African American";"M";"27";"Yes";"NULL"
"318";"FTN2018-0345";2018;"Pedestrian Stop";"Resisting Officer w/Weapon";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"eb1d9cfe036f139716ebce7c4fe5d63d";"M";"Black / African American";"43";"21";"No";"Black / African American";"M";"27";"Yes";"NULL"
"319";"FTN2018-0344";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Takedown (w/injury)";"L2";9;"5464c20b1384ad9f9f985ad50939f88c";"M";"Black / African American";"32";"2";"No";"Black / African American";"M";"26";"Yes";"UOF Justified"
"320";"FTN2018-0344";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"L1-Other";"L1";9;"7fc42c0201d4af974ae31e781e35ee71";"M";"White";"26";"3";"No";"Black / African American";"M";"26";"Yes";"UOF Justified"
"321";"FTN2018-0343";2018;"Call for Service";"Possibly armed subject";"Yes";"7th District";"Firearm Exhibited";"L1";9;"2a5d36ad0f99e0f7d3404ce3692126bc";"F";"Black / African American";"41";"14";"No";"Black / African American";"M";"16";"No";"UOF Justified"
"322";"FTN2018-0343";2018;"Call for Service";"Possibly armed subject";"Yes";"7th District";"Firearm Exhibited";"L1";9;"2a5d36ad0f99e0f7d3404ce3692126bc";"F";"Black / African American";"41";"14";"No";"Black / African American";"M";"16";"No";"UOF Justified"
"323";"FTN2018-0343";2018;"Call for Service";"Possibly armed subject";"Yes";"7th District";"Firearm Exhibited";"L1";9;"2a5d36ad0f99e0f7d3404ce3692126bc";"F";"Black / African American";"41";"14";"No";"Black / African American";"M";"17";"No";"UOF Justified"
"324";"FTN2018-0343";2018;"Call for Service";"Possibly armed subject";"Yes";"7th District";"Firearm Exhibited";"L1";9;"2a5d36ad0f99e0f7d3404ce3692126bc";"F";"Black / African American";"41";"14";"No";"Black / African American";"M";"17";"No";"UOF Justified"
"325";"FTN2018-0342";2018;"Call for Service";"refuse verbal commands";"Yes";"4th District";"Hands / Escort tech";"L1";9;"f2199dc02ce41f0f399c519e8e88e5f7";"M";"White";"27";"1";"Yes";"Black / African American";"M";"60";"No";"UOF Justified With Training"
"326";"FTN2018-0342";2018;"Call for Service";"refuse verbal commands";"Yes";"4th District";"Hands / Escort tech";"L1";9;"c2c900df943014a1443259d35a180e74";"M";"Hispanic";"33";"1";"Yes";"Black / African American";"M";"60";"No";"UOF Justified With Training"
"327";"FTN2018-0342";2018;"Call for Service";"refuse verbal commands";"Yes";"4th District";"Hands / Escort tech";"L1";9;"ec831a143206baefc1496f38dd911fba";"M";"Hispanic";"43";"18";"Yes";"Black / African American";"M";"60";"No";"UOF Justified With Training"
"328";"FTN2018-0361";2018;"Serving a Warrant";"Tactical Deployments";"Yes";"Special Operations";"Takedown (no injury)";"L1";9;"fb74ff2ffa53a24af265a84392f2f529";"M";"Black / African American";"29";"9";"No";"Black / African American";"M";"14";"No";"UOF Justified"
"329";"FTN2018-0361";2018;"Serving a Warrant";"Tactical Deployments";"Yes";"Special Operations";"Takedown (no injury)";"L1";9;"fb74ff2ffa53a24af265a84392f2f529";"M";"Black / African American";"29";"9";"No";"Black / African American";"M";"34";"No";"UOF Justified"
"330";"FTN2018-0361";2018;"Serving a Warrant";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";9;"b470ce91b73afc9dc8a310e43671b48d";"M";"White";"45";"19";"No";"Black / African American";"M";"34";"No";"UOF Justified"
"331";"FTN2018-0361";2018;"Serving a Warrant";"Tactical Deployments";"Yes";"Special Operations";"Firearm Exhibited";"L1";9;"b470ce91b73afc9dc8a310e43671b48d";"M";"White";"45";"19";"No";"Black / African American";"M";"14";"No";"UOF Justified"
"332";"FTN2018-0337";2018;"Call for Service";"Tactical Deployments";"Yes";"6th District";"Firearm Exhibited";"L1";9;"69fb87f9245dfda43b7fc1e641b44f01";"M";"White";"45";"10";"No";"White";"M";"NULL";"No";"UOF Justified"
"333";"FTN2018-0339";2018;"Serving a Warrant";"refuse verbal commands";"No";"Special Operations";"Firearm Exhibited";"L1";9;"d10a8dce2646904ab3f193627b96947c";"M";"Black / African American";"38";"14";"No";"Black / African American";"M";"31";"Yes";"UOF Justified"
"334";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"beb7e89ef8e7fbb3d8b6c330d067c716";"M";"White";"39";"5";"No";"Black / African American";"M";"NULL";"No";"UOF Justified"
"335";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"beb7e89ef8e7fbb3d8b6c330d067c716";"M";"White";"39";"5";"No";"Black / African American";"F";"16";"No";"UOF Justified"
"336";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"beb7e89ef8e7fbb3d8b6c330d067c716";"M";"White";"39";"5";"No";"Black / African American";"F";"57";"No";"UOF Justified"
"337";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"beb7e89ef8e7fbb3d8b6c330d067c716";"M";"White";"39";"5";"No";"Black / African American";"F";"29";"No";"UOF Justified"
"338";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"77a04e974c650611daa22ee7fdd66b24";"M";"White";"26";"1";"No";"Black / African American";"F";"29";"No";"UOF Justified"
"339";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"77a04e974c650611daa22ee7fdd66b24";"M";"White";"26";"1";"No";"Black / African American";"F";"57";"No";"UOF Justified"
"340";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"77a04e974c650611daa22ee7fdd66b24";"M";"White";"26";"1";"No";"Black / African American";"F";"16";"No";"UOF Justified"
"341";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"77a04e974c650611daa22ee7fdd66b24";"M";"White";"26";"1";"No";"Black / African American";"M";"NULL";"No";"UOF Justified"
"342";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"e3f243ed15dc7d56372cd74b1ce5513e";"M";"Black / African American";"32";"1";"No";"Black / African American";"M";"NULL";"No";"UOF Justified"
"343";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"e3f243ed15dc7d56372cd74b1ce5513e";"M";"Black / African American";"32";"1";"No";"Black / African American";"F";"16";"No";"UOF Justified"
"344";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"e3f243ed15dc7d56372cd74b1ce5513e";"M";"Black / African American";"32";"1";"No";"Black / African American";"F";"57";"No";"UOF Justified"
"345";"FTN2018-0338";2018;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"e3f243ed15dc7d56372cd74b1ce5513e";"M";"Black / African American";"32";"1";"No";"Black / African American";"F";"29";"No";"UOF Justified"
"346";"FTN2018-0336";2018;"Call for Service";"Battery on Reporting Person";"Yes";"4th District";"Takedown (no injury)";"L1";9;"99506446f41ce1787fd628f800870108";"F";"Black / African American";"28";"1";"No";"White";"M";"NULL";"No";"UOF Justified"
"347";"FTN2018-0335";2018;"Call for Service";"Weapon Exhibited";"Yes";"1st District";"Firearm Exhibited";"L1";9;"b11d3c57265f77520ad58b646109e99d";"M";"Hispanic";"25";"1";"No";"White";"M";"29";"No";"UOF Justified"
"348";"FTN2018-0333";2018;"Call for Service";"refuse verbal commands";"No";"5th District";"L2-Taser";"L2";9;"f197c3de3e3d8a722ed0bb50e38f45e6";"M";"Hispanic";"31";"10";"No";"Black / African American";"M";"55";"No";"UOF Not Justified"
"349";"FTN2018-0333";2018;"Call for Service";"refuse verbal commands";"No";"5th District";"Firearm Exhibited";"L1";9;"f197c3de3e3d8a722ed0bb50e38f45e6";"M";"Hispanic";"31";"10";"No";"Black / African American";"M";"55";"No";"UOF Not Justified"
"350";"FTN2018-0333";2018;"Call for Service";"refuse verbal commands";"No";"5th District";"Firearm Exhibited";"L1";9;"77a04e974c650611daa22ee7fdd66b24";"M";"White";"26";"1";"No";"Black / African American";"M";"55";"No";"UOF Not Justified"
"351";"FTN2018-0333";2018;"Call for Service";"refuse verbal commands";"No";"5th District";"L2-Taser";"L2";9;"77a04e974c650611daa22ee7fdd66b24";"M";"White";"26";"1";"No";"Black / African American";"M";"55";"No";"UOF Not Justified"
"352";"FTN2018-0334";2018;"Call for Service";"Flight from an Officer";"Yes";"7th District";"Takedown (w/injury)";"L2";9;"d4f0816d87bd4814c831e0bfdf11c275";"M";"Black / African American";"22";"1";"Yes";"Black / African American";"M";"33";"Yes";"UOF Justified With Training"
"353";"FTN2018-0332";2018;"Call for Service";"Flight from an Officer";"Yes";"4th District";"Firearm Exhibited";"L1";9;"a4cfd02fe3e1cc5010dba0e9c8899fcc";"M";"Black / African American";"31";"1";"No";"Black / African American";"M";"31";"No";"UOF Justified With Policy Violation"
"354";"FTN2018-0330";2018;"Call for Service";"Weapon Exhibited";"Yes";"4th District";"L2-Taser";"L2";9;"396e849ba5838b791347c3b91e4bbf93";"M";"Hispanic";"28";"2";"No";"White";"M";"28";"Yes";"UOF Justified"
"355";"FTN2018-0341";2018;"Arresting";"refuse verbal commands";"Yes";"1st District";"Firearm Exhibited";"L1";9;"4535491f69f4451e989cdd2ea09eba4e";"M";"White";"30";"3";"No";"White";"M";"35";"No";"UOF Justified"
"356";"FTN2018-0331";2018;"Call for Service";"Resisting Lawful Arrest";"Yes";"1st District";"Defense Tech / Take-down";"L2";9;"b11d3c57265f77520ad58b646109e99d";"M";"Hispanic";"25";"1";"No";"Black / African American";"M";"32";"Yes";"UOF Justified"
"357";"FTN2018-0331";2018;"Call for Service";"Resisting Lawful Arrest";"Yes";"1st District";"Defense Tech / Take-down";"L2";9;"44cb464a1ce764213488774faac50949";"M";"White";"46";"11";"No";"Black / African American";"M";"32";"Yes";"UOF Justified"
"358";"FTN2018-0331";2018;"Call for Service";"Resisting Lawful Arrest";"Yes";"1st District";"Hands / Escort tech";"L1";9;"2d2fe586644c2b2eafef2bc4b493dd74";"M";"White";"31";"4";"No";"Black / African American";"M";"32";"Yes";"UOF Justified"
"359";"FTN2018-0329";2018;"Pedestrian Stop";"Weapon Exhibited";"Yes";"3rd District";"Firearm Exhibited";"L1";9;"41674aae10c2c84fcfe7a4977f728a00";"M";"White";"52";"31";"No";"Black / African American";"M";"58";"No";"UOF Justified"
"360";"FTN2018-0328";2018;"Arresting";"refuse verbal commands";"Yes";"7th District";"Takedown (no injury)";"L1";9;"24f54b93963bb58e60d90585a2fd65ce";"M";"White";"36";"2";"No";"Black / African American";"M";"21";"No";"UOF Justified"
"361";"FTN2018-0328";2018;"Arresting";"refuse verbal commands";"Yes";"7th District";"Takedown (no injury)";"L1";9;"d4f0816d87bd4814c831e0bfdf11c275";"M";"Black / African American";"22";"1";"No";"Black / African American";"M";"21";"No";"UOF Justified"
"362";"FTN2018-0327";2018;"Arresting";"Flight from an Officer";"Yes";"8th District";"Defense Tech / Take-down";"L2";9;"73d0ae9598a63cc05df6c808a02c0af0";"M";"White";"23";"1";"No";"Black / African American";"M";"NULL";"Yes";"NULL"
"363";"FTN2018-0325";2018;"Arresting";"Weapon Exhibited";"Yes";"7th District";"Firearm Exhibited";"L1";9;"9918ded260ab833889db4363e1b37e9b";"M";"White";"32";"3";"No";"Black / African American";"M";"26";"No";"UOF Justified"
"364";"FTN2018-0325";2018;"Arresting";"Weapon Exhibited";"Yes";"7th District";"Firearm Exhibited";"L1";9;"9918ded260ab833889db4363e1b37e9b";"M";"White";"32";"3";"No";"Black / African American";"M";"27";"No";"UOF Justified"
"365";"FTN2018-0325";2018;"Arresting";"Weapon Exhibited";"Yes";"7th District";"Firearm Exhibited";"L1";9;"2a5d36ad0f99e0f7d3404ce3692126bc";"F";"Black / African American";"41";"14";"No";"Black / African American";"M";"27";"No";"UOF Justified"
"366";"FTN2018-0325";2018;"Arresting";"Weapon Exhibited";"Yes";"7th District";"Firearm Exhibited";"L1";9;"2a5d36ad0f99e0f7d3404ce3692126bc";"F";"Black / African American";"41";"14";"No";"Black / African American";"M";"26";"No";"UOF Justified"
"367";"FTN2018-0326";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Takedown (w/injury)";"L2";9;"b5c6b60f0730318e23be809402d13d35";"M";"White";"41";"2";"No";"Black / African American";"M";"60";"Yes";"UOF Justified With Policy Violation"
"368";"FTN2018-0324";2018;"Other";"Resisting Lawful Arrest";"No";"7th District";"Firearm Exhibited";"L1";8;"d4f0816d87bd4814c831e0bfdf11c275";"M";"Black / African American";"22";"1";"No";"Black / African American";"M";"35";"No";"UOF Justified With Training"
"369";"FTN2018-0324";2018;"Other";"Resisting Lawful Arrest";"Yes";"7th District";"Hands / Escort tech";"L1";8;"d4f0816d87bd4814c831e0bfdf11c275";"M";"Black / African American";"22";"1";"No";"Black / African American";"M";"35";"No";"UOF Justified With Training"
"370";"FTN2018-0324";2018;"Other";"Resisting Lawful Arrest";"Yes";"7th District";"Hands / Escort tech";"L1";8;"16b13be46494775ee6b026216e929c56";"M";"White";"44";"21";"No";"Black / African American";"M";"35";"No";"UOF Justified With Training"
"371";"FTN2018-0323";2018;"Call for Service";"Resisting Lawful Arrest";"Yes";"6th District";"Canine (No Bite)";"L2";8;"941cc1938f5fa14513732309f0da3166";"M";"White";"38";"10";"No";"Black / African American";"M";"24";"No";"NULL"
"372";"FTN2018-0323";2018;"Call for Service";"Resisting Lawful Arrest";"Yes";"6th District";"Canine (No Bite)";"L2";8;"941cc1938f5fa14513732309f0da3166";"M";"White";"38";"10";"No";"Black / African American";"M";"23";"No";"NULL"
"373";"FTN2018-0323";2018;"Call for Service";"Resisting Lawful Arrest";"Yes";"6th District";"Firearm Exhibited";"L1";8;"e01f81b8fdc8acdd22492e9bb76ff68c";"M";"White";"35";"4";"No";"Black / African American";"M";"23";"No";"NULL"
"374";"FTN2018-0323";2018;"Call for Service";"Resisting Lawful Arrest";"Yes";"6th District";"Firearm Exhibited";"L1";8;"e01f81b8fdc8acdd22492e9bb76ff68c";"M";"White";"35";"4";"No";"Black / African American";"M";"24";"No";"NULL"
"375";"FTN2018-0321";2018;"Call for Service";"refuse verbal commands";"Yes";"5th District";"Takedown (no injury)";"L1";8;"d751b0c7b54095ef589ac6018b777ad8";"M";"White";"37";"2";"No";"Black / African American";"M";"25";"No";"UOF Justified"
"376";"FTN2018-0322";2018;"Call for Service";"Tactical Deployments";"Yes";"8th District";"Firearm Exhibited";"L1";8;"156c5b7d6aa67289c9e2785d0952b31a";"M";"White";"40";"13";"No";"White";"M";"19";"No";"UOF Justified"
"377";"FTN2018-0322";2018;"Call for Service";"Tactical Deployments";"Yes";"8th District";"Firearm Exhibited";"L1";8;"156c5b7d6aa67289c9e2785d0952b31a";"M";"White";"40";"13";"No";"White";"M";"16";"No";"UOF Justified"
"378";"FTN2018-0322";2018;"Call for Service";"Tactical Deployments";"Yes";"8th District";"Firearm Exhibited";"L1";8;"156c5b7d6aa67289c9e2785d0952b31a";"M";"White";"40";"13";"No";"White";"M";"21";"No";"UOF Justified"
"379";"FTN2018-0320";2018;"Call for Service";"Weapon Exhibited";"Yes";"3rd District";"Firearm Exhibited";"L1";8;"639f4e47155d8f49a5e1bba7135f99ae";"M";"White";"41";"3";"No";"Black / African American";"M";"35";"No";"UOF Justified"
"380";"FTN2018-0319";2018;"Arresting";"Resisting Lawful Arrest";"Yes";"6th District";"Defense Tech / Take-down";"L2";8;"9c7b2cff84d22a8de713369b93263ff2";"M";"Black / African American";"51";"11";"Yes";"Black / African American";"M";"37";"Yes";"UOF Justified"
"381";"FTN2018-0318";2018;"Traffic Stop";"Weapon Exhibited";"Yes";"4th District";"Firearm Exhibited";"L1";8;"3ef0ecf9820931357d6d9fae5e2765c4";"M";"White";"30";"1";"No";"Black / African American";"M";"27";"No";"NULL"
"382";"FTN2018-0318";2018;"Traffic Stop";"Weapon Exhibited";"Yes";"4th District";"Firearm Exhibited";"L1";8;"3ef0ecf9820931357d6d9fae5e2765c4";"M";"White";"30";"1";"No";"Black / African American";"M";"16";"No";"NULL"
